"subid"	"verb"	"noun"	"dir"	"big"	"small"
"451"	"anon-190.json"	"are"	"hazelnut"	"na"	5	3
"452"	"anon-190.json"	"are"	"ladybug"	"na"	4	2
"453"	"anon-190.json"	"are"	"pill"	"na"	4	2
"454"	"anon-190.json"	"are"	"pin"	"na"	4	2
"455"	"anon-190.json"	"are"	"seed"	"na"	4	2
"456"	"anon-190.json"	"are"	"tack"	"na"	5	2
"457"	"anon-193.json"	"are"	"ant"	"na"	NA	1
"458"	"anon-193.json"	"are"	"bean"	"na"	4	2
"459"	"anon-193.json"	"are"	"blueberry"	"na"	6	1
"460"	"anon-193.json"	"are"	"candy"	"na"	5	1
"461"	"anon-193.json"	"are"	"earring"	"na"	5	1
"462"	"anon-193.json"	"are"	"fly"	"na"	6	1
"463"	"anon-193.json"	"are"	"hazelnut"	"na"	5	1
"464"	"anon-193.json"	"are"	"ladybug"	"na"	6	1
"465"	"anon-193.json"	"are"	"pill"	"na"	6	1
"466"	"anon-193.json"	"are"	"pin"	"na"	6	1
"467"	"anon-193.json"	"are"	"seed"	"na"	5	1
"468"	"anon-193.json"	"are"	"tack"	"na"	4	1
"469"	"anon-195.json"	"are"	"ant"	"na"	2	2
"470"	"anon-195.json"	"are"	"bean"	"na"	2	2
"471"	"anon-195.json"	"are"	"blueberry"	"na"	3	2
"472"	"anon-195.json"	"are"	"candy"	"na"	2	2
"473"	"anon-195.json"	"are"	"earring"	"na"	3	2
"474"	"anon-195.json"	"are"	"fly"	"na"	3	2
"475"	"anon-195.json"	"are"	"hazelnut"	"na"	3	2
"476"	"anon-195.json"	"are"	"ladybug"	"na"	3	2
"477"	"anon-195.json"	"are"	"pill"	"na"	4	1
"478"	"anon-195.json"	"are"	"pin"	"na"	NA	3
"479"	"anon-195.json"	"are"	"seed"	"na"	2	2
"480"	"anon-195.json"	"are"	"tack"	"na"	2	2
"481"	"anon-197.json"	"are"	"ant"	"na"	5	2
"482"	"anon-197.json"	"are"	"bean"	"na"	5	1
"483"	"anon-197.json"	"are"	"blueberry"	"na"	5	1
"484"	"anon-197.json"	"are"	"candy"	"na"	5	1
"485"	"anon-197.json"	"are"	"earring"	"na"	NA	1
"486"	"anon-197.json"	"are"	"fly"	"na"	6	1
"487"	"anon-197.json"	"are"	"hazelnut"	"na"	5	1
"488"	"anon-197.json"	"are"	"ladybug"	"na"	5	1
"489"	"anon-197.json"	"are"	"pill"	"na"	6	1
"490"	"anon-197.json"	"are"	"pin"	"na"	5	1
"491"	"anon-197.json"	"are"	"seed"	"na"	NA	1
"492"	"anon-197.json"	"are"	"tack"	"na"	5	1
"493"	"anon-198.json"	"are"	"ant"	"na"	5	1
"494"	"anon-198.json"	"are"	"bean"	"na"	5	1
"495"	"anon-198.json"	"are"	"blueberry"	"na"	6	1
"496"	"anon-198.json"	"are"	"candy"	"na"	5	1
"497"	"anon-198.json"	"are"	"earring"	"na"	4	2
"498"	"anon-198.json"	"are"	"fly"	"na"	6	1
"499"	"anon-198.json"	"are"	"hazelnut"	"na"	4	3
"500"	"anon-198.json"	"are"	"ladybug"	"na"	6	1
"501"	"anon-198.json"	"are"	"pill"	"na"	6	1
"502"	"anon-198.json"	"are"	"pin"	"na"	5	2
"503"	"anon-198.json"	"are"	"seed"	"na"	4	2
"504"	"anon-198.json"	"are"	"tack"	"na"	6	1
"505"	"anon-199.json"	"are"	"ant"	"na"	3	2
"506"	"anon-199.json"	"are"	"bean"	"na"	3	3
"507"	"anon-199.json"	"are"	"blueberry"	"na"	5	2
"508"	"anon-199.json"	"are"	"candy"	"na"	4	2
"509"	"anon-199.json"	"are"	"earring"	"na"	3	3
"510"	"anon-199.json"	"are"	"fly"	"na"	3	2
"511"	"anon-199.json"	"are"	"hazelnut"	"na"	3	3
"512"	"anon-199.json"	"are"	"ladybug"	"na"	3	3
"513"	"anon-199.json"	"are"	"pill"	"na"	4	2
"514"	"anon-199.json"	"are"	"pin"	"na"	3	2
"515"	"anon-199.json"	"are"	"seed"	"na"	4	2
"516"	"anon-199.json"	"are"	"tack"	"na"	3	3
"517"	"anon-203.json"	"are"	"ant"	"na"	5	2
"518"	"anon-203.json"	"are"	"bean"	"na"	5	1
"519"	"anon-203.json"	"are"	"blueberry"	"na"	5	1
"520"	"anon-203.json"	"are"	"candy"	"na"	4	2
"521"	"anon-203.json"	"are"	"earring"	"na"	5	2
"522"	"anon-203.json"	"are"	"fly"	"na"	5	2
"523"	"anon-203.json"	"are"	"hazelnut"	"na"	5	1
"524"	"anon-203.json"	"are"	"ladybug"	"na"	6	1
"525"	"anon-203.json"	"are"	"pill"	"na"	5	1
"526"	"anon-203.json"	"are"	"pin"	"na"	5	2
"527"	"anon-203.json"	"are"	"seed"	"na"	4	2
"528"	"anon-203.json"	"are"	"tack"	"na"	5	1
"529"	"anon-21.json"	"are"	"ant"	"na"	3	3
"530"	"anon-21.json"	"are"	"bean"	"na"	3	3
"531"	"anon-21.json"	"are"	"blueberry"	"na"	3	2
"532"	"anon-21.json"	"are"	"candy"	"na"	3	3
"533"	"anon-21.json"	"are"	"earring"	"na"	3	3
"534"	"anon-21.json"	"are"	"fly"	"na"	3	3
"535"	"anon-21.json"	"are"	"hazelnut"	"na"	3	3
"536"	"anon-21.json"	"are"	"ladybug"	"na"	3	3
"537"	"anon-21.json"	"are"	"pill"	"na"	3	3
"538"	"anon-21.json"	"are"	"pin"	"na"	3	3
"539"	"anon-21.json"	"are"	"seed"	"na"	3	3
"540"	"anon-21.json"	"are"	"tack"	"na"	4	3
"541"	"anon-223.json"	"are"	"ant"	"na"	3	3
"542"	"anon-223.json"	"are"	"bean"	"na"	3	3
"543"	"anon-223.json"	"are"	"blueberry"	"na"	2	2
"544"	"anon-223.json"	"are"	"candy"	"na"	3	3
"545"	"anon-223.json"	"are"	"earring"	"na"	4	3
"546"	"anon-223.json"	"are"	"fly"	"na"	3	2
"547"	"anon-223.json"	"are"	"hazelnut"	"na"	3	3
"548"	"anon-223.json"	"are"	"ladybug"	"na"	3	2
"549"	"anon-223.json"	"are"	"pill"	"na"	5	2
"550"	"anon-223.json"	"are"	"pin"	"na"	4	1
"551"	"anon-223.json"	"are"	"seed"	"na"	3	2
"552"	"anon-223.json"	"are"	"tack"	"na"	4	2
"553"	"anon-224.json"	"are"	"ant"	"na"	4	2
"554"	"anon-224.json"	"are"	"bean"	"na"	4	2
"555"	"anon-224.json"	"are"	"blueberry"	"na"	3	2
"556"	"anon-224.json"	"are"	"candy"	"na"	5	2
"557"	"anon-224.json"	"are"	"earring"	"na"	4	2
"558"	"anon-224.json"	"are"	"fly"	"na"	4	2
"559"	"anon-224.json"	"are"	"hazelnut"	"na"	4	1
"560"	"anon-224.json"	"are"	"ladybug"	"na"	5	1
"561"	"anon-224.json"	"are"	"pill"	"na"	6	1
"562"	"anon-224.json"	"are"	"pin"	"na"	5	2
"563"	"anon-224.json"	"are"	"seed"	"na"	5	2
"564"	"anon-224.json"	"are"	"tack"	"na"	4	1
"565"	"anon-227.json"	"are"	"ant"	"na"	4	2
"566"	"anon-227.json"	"are"	"bean"	"na"	3	2
"567"	"anon-227.json"	"are"	"blueberry"	"na"	4	2
"568"	"anon-227.json"	"are"	"candy"	"na"	2	2
"569"	"anon-227.json"	"are"	"earring"	"na"	2	2
"570"	"anon-227.json"	"are"	"fly"	"na"	4	2
"571"	"anon-227.json"	"are"	"hazelnut"	"na"	2	3
"572"	"anon-227.json"	"are"	"ladybug"	"na"	2	2
"573"	"anon-227.json"	"are"	"pill"	"na"	3	3
"574"	"anon-227.json"	"are"	"pin"	"na"	3	2
"575"	"anon-227.json"	"are"	"seed"	"na"	3	2
"576"	"anon-227.json"	"are"	"tack"	"na"	4	3
"577"	"anon-23.json"	"are"	"ant"	"na"	4	2
"578"	"anon-23.json"	"are"	"bean"	"na"	4	2
"579"	"anon-23.json"	"are"	"blueberry"	"na"	5	2
"580"	"anon-23.json"	"are"	"candy"	"na"	4	2
"581"	"anon-23.json"	"are"	"earring"	"na"	4	2
"582"	"anon-23.json"	"are"	"fly"	"na"	5	2
"583"	"anon-23.json"	"are"	"hazelnut"	"na"	3	2
"584"	"anon-23.json"	"are"	"ladybug"	"na"	4	2
"585"	"anon-23.json"	"are"	"pill"	"na"	5	2
"586"	"anon-23.json"	"are"	"pin"	"na"	4	2
"587"	"anon-23.json"	"are"	"seed"	"na"	4	2
"588"	"anon-23.json"	"are"	"tack"	"na"	5	2
"589"	"anon-232.json"	"are"	"ant"	"na"	4	2
"590"	"anon-232.json"	"are"	"bean"	"na"	3	2
"591"	"anon-232.json"	"are"	"blueberry"	"na"	5	2
"592"	"anon-232.json"	"are"	"candy"	"na"	3	3
"593"	"anon-232.json"	"are"	"earring"	"na"	NA	2
"594"	"anon-232.json"	"are"	"fly"	"na"	5	1
"595"	"anon-232.json"	"are"	"hazelnut"	"na"	4	2
"596"	"anon-232.json"	"are"	"ladybug"	"na"	5	2
"597"	"anon-232.json"	"are"	"pill"	"na"	5	NA
"598"	"anon-232.json"	"are"	"pin"	"na"	3	2
"599"	"anon-232.json"	"are"	"seed"	"na"	3	2
"600"	"anon-232.json"	"are"	"tack"	"na"	NA	1
"601"	"anon-236.json"	"are"	"ant"	"na"	4	2
"602"	"anon-236.json"	"are"	"bean"	"na"	3	2
"603"	"anon-236.json"	"are"	"blueberry"	"na"	3	2
"604"	"anon-236.json"	"are"	"candy"	"na"	2	2
"605"	"anon-236.json"	"are"	"earring"	"na"	2	2
"606"	"anon-236.json"	"are"	"fly"	"na"	3	2
"607"	"anon-236.json"	"are"	"hazelnut"	"na"	3	2
"608"	"anon-236.json"	"are"	"ladybug"	"na"	2	2
"609"	"anon-236.json"	"are"	"pill"	"na"	3	2
"610"	"anon-236.json"	"are"	"pin"	"na"	3	2
"611"	"anon-236.json"	"are"	"seed"	"na"	3	2
"612"	"anon-236.json"	"are"	"tack"	"na"	3	2
"613"	"anon-238.json"	"are"	"ant"	"na"	3	2
"614"	"anon-238.json"	"are"	"bean"	"na"	3	3
"615"	"anon-238.json"	"are"	"blueberry"	"na"	4	2
"616"	"anon-238.json"	"are"	"candy"	"na"	2	3
"617"	"anon-238.json"	"are"	"earring"	"na"	2	2
"618"	"anon-238.json"	"are"	"fly"	"na"	3	3
"619"	"anon-238.json"	"are"	"hazelnut"	"na"	3	3
"620"	"anon-238.json"	"are"	"ladybug"	"na"	3	3
"621"	"anon-238.json"	"are"	"pill"	"na"	3	3
"622"	"anon-238.json"	"are"	"pin"	"na"	2	2
"623"	"anon-238.json"	"are"	"seed"	"na"	3	4
"624"	"anon-238.json"	"are"	"tack"	"na"	2	3
"625"	"anon-239.json"	"are"	"ant"	"na"	5	2
"626"	"anon-239.json"	"are"	"bean"	"na"	4	1
"627"	"anon-239.json"	"are"	"blueberry"	"na"	4	2
"628"	"anon-239.json"	"are"	"candy"	"na"	4	2
"629"	"anon-239.json"	"are"	"earring"	"na"	NA	2
"630"	"anon-239.json"	"are"	"fly"	"na"	4	2
"631"	"anon-239.json"	"are"	"hazelnut"	"na"	4	1
"632"	"anon-239.json"	"are"	"ladybug"	"na"	3	2
"633"	"anon-239.json"	"are"	"pill"	"na"	4	2
"634"	"anon-239.json"	"are"	"pin"	"na"	4	2
"635"	"anon-239.json"	"are"	"seed"	"na"	4	2
"636"	"anon-239.json"	"are"	"tack"	"na"	3	2
"637"	"anon-240.json"	"are"	"ant"	"na"	3	2
"638"	"anon-240.json"	"are"	"bean"	"na"	4	2
"639"	"anon-240.json"	"are"	"blueberry"	"na"	4	2
"640"	"anon-240.json"	"are"	"candy"	"na"	4	3
"641"	"anon-240.json"	"are"	"earring"	"na"	3	2
"642"	"anon-240.json"	"are"	"fly"	"na"	4	2
"643"	"anon-240.json"	"are"	"hazelnut"	"na"	2	3
"644"	"anon-240.json"	"are"	"ladybug"	"na"	4	2
"645"	"anon-240.json"	"are"	"pill"	"na"	5	2
"646"	"anon-240.json"	"are"	"pin"	"na"	4	2
"647"	"anon-240.json"	"are"	"seed"	"na"	4	3
"648"	"anon-240.json"	"are"	"tack"	"na"	3	2
"649"	"anon-241.json"	"are"	"ant"	"na"	4	2
"650"	"anon-241.json"	"are"	"bean"	"na"	3	2
"651"	"anon-241.json"	"are"	"blueberry"	"na"	4	2
"652"	"anon-241.json"	"are"	"candy"	"na"	3	1
"653"	"anon-241.json"	"are"	"earring"	"na"	3	2
"654"	"anon-241.json"	"are"	"fly"	"na"	NA	1
"655"	"anon-241.json"	"are"	"hazelnut"	"na"	3	1
"656"	"anon-241.json"	"are"	"ladybug"	"na"	3	1
"657"	"anon-241.json"	"are"	"pill"	"na"	4	1
"658"	"anon-241.json"	"are"	"pin"	"na"	3	2
"659"	"anon-241.json"	"are"	"seed"	"na"	NA	2
"660"	"anon-241.json"	"are"	"tack"	"na"	4	1
"661"	"anon-245.json"	"are"	"ant"	"na"	6	1
"662"	"anon-245.json"	"are"	"bean"	"na"	6	1
"663"	"anon-245.json"	"are"	"blueberry"	"na"	5	1
"664"	"anon-245.json"	"are"	"candy"	"na"	5	1
"665"	"anon-245.json"	"are"	"earring"	"na"	6	1
"666"	"anon-245.json"	"are"	"fly"	"na"	6	1
"667"	"anon-245.json"	"are"	"hazelnut"	"na"	4	1
"668"	"anon-245.json"	"are"	"ladybug"	"na"	6	1
"669"	"anon-245.json"	"are"	"pill"	"na"	6	1
"670"	"anon-245.json"	"are"	"pin"	"na"	5	1
"671"	"anon-245.json"	"are"	"seed"	"na"	6	1
"672"	"anon-245.json"	"are"	"tack"	"na"	5	1
"673"	"anon-249.json"	"are"	"ant"	"na"	5	1
"674"	"anon-249.json"	"are"	"bean"	"na"	6	1
"675"	"anon-249.json"	"are"	"blueberry"	"na"	6	1
"676"	"anon-249.json"	"are"	"candy"	"na"	5	1
"677"	"anon-249.json"	"are"	"earring"	"na"	5	1
"678"	"anon-249.json"	"are"	"fly"	"na"	6	1
"679"	"anon-249.json"	"are"	"hazelnut"	"na"	7	1
"680"	"anon-249.json"	"are"	"ladybug"	"na"	6	1
"681"	"anon-249.json"	"are"	"pill"	"na"	NA	0
"682"	"anon-249.json"	"are"	"pin"	"na"	6	1
"683"	"anon-249.json"	"are"	"seed"	"na"	6	1
"684"	"anon-249.json"	"are"	"tack"	"na"	6	1
"685"	"anon-28.json"	"are"	"ant"	"na"	3	2
"686"	"anon-28.json"	"are"	"bean"	"na"	3	1
"687"	"anon-28.json"	"are"	"blueberry"	"na"	4	1
"688"	"anon-28.json"	"are"	"candy"	"na"	3	2
"689"	"anon-28.json"	"are"	"earring"	"na"	3	1
"690"	"anon-28.json"	"are"	"fly"	"na"	3	2
"691"	"anon-28.json"	"are"	"hazelnut"	"na"	4	1
"692"	"anon-28.json"	"are"	"ladybug"	"na"	3	1
"693"	"anon-28.json"	"are"	"pill"	"na"	3	1
"694"	"anon-28.json"	"are"	"pin"	"na"	5	1
"695"	"anon-28.json"	"are"	"seed"	"na"	4	2
"696"	"anon-28.json"	"are"	"tack"	"na"	4	1
"697"	"anon-29.json"	"are"	"ant"	"na"	3	3
"698"	"anon-29.json"	"are"	"bean"	"na"	3	2
"699"	"anon-29.json"	"are"	"blueberry"	"na"	3	3
"700"	"anon-29.json"	"are"	"candy"	"na"	3	3
"701"	"anon-29.json"	"are"	"earring"	"na"	4	2
"702"	"anon-29.json"	"are"	"fly"	"na"	3	2
"703"	"anon-29.json"	"are"	"hazelnut"	"na"	3	2
"704"	"anon-29.json"	"are"	"ladybug"	"na"	3	3
"705"	"anon-29.json"	"are"	"pill"	"na"	4	2
"706"	"anon-29.json"	"are"	"pin"	"na"	NA	2
"707"	"anon-29.json"	"are"	"seed"	"na"	3	2
"708"	"anon-29.json"	"are"	"tack"	"na"	4	2
"709"	"anon-32.json"	"are"	"ant"	"na"	3	2
"710"	"anon-32.json"	"are"	"bean"	"na"	4	2
"711"	"anon-32.json"	"are"	"blueberry"	"na"	3	2
"712"	"anon-32.json"	"are"	"candy"	"na"	3	3
"713"	"anon-32.json"	"are"	"earring"	"na"	3	2
"714"	"anon-32.json"	"are"	"fly"	"na"	3	3
"715"	"anon-32.json"	"are"	"hazelnut"	"na"	2	1
"716"	"anon-32.json"	"are"	"ladybug"	"na"	3	2
"717"	"anon-32.json"	"are"	"pill"	"na"	3	1
"718"	"anon-32.json"	"are"	"pin"	"na"	4	2
"719"	"anon-32.json"	"are"	"seed"	"na"	4	2
"720"	"anon-32.json"	"are"	"tack"	"na"	3	2
"721"	"anon-35.json"	"are"	"ant"	"na"	4	2
"722"	"anon-35.json"	"are"	"bean"	"na"	4	1
"723"	"anon-35.json"	"are"	"blueberry"	"na"	4	1
"724"	"anon-35.json"	"are"	"candy"	"na"	4	2
"725"	"anon-35.json"	"are"	"earring"	"na"	3	1
"726"	"anon-35.json"	"are"	"fly"	"na"	3	1
"727"	"anon-35.json"	"are"	"hazelnut"	"na"	NA	1
"728"	"anon-35.json"	"are"	"ladybug"	"na"	3	1
"729"	"anon-35.json"	"are"	"pill"	"na"	4	1
"730"	"anon-35.json"	"are"	"pin"	"na"	4	1
"731"	"anon-35.json"	"are"	"seed"	"na"	3	1
"732"	"anon-35.json"	"are"	"tack"	"na"	4	1
"733"	"anon-36.json"	"are"	"ant"	"na"	3	2
"734"	"anon-36.json"	"are"	"bean"	"na"	2	2
"735"	"anon-36.json"	"are"	"blueberry"	"na"	5	1
"736"	"anon-36.json"	"are"	"candy"	"na"	3	2
"737"	"anon-36.json"	"are"	"earring"	"na"	3	2
"738"	"anon-36.json"	"are"	"fly"	"na"	3	2
"739"	"anon-36.json"	"are"	"hazelnut"	"na"	3	2
"740"	"anon-36.json"	"are"	"ladybug"	"na"	3	2
"741"	"anon-36.json"	"are"	"pill"	"na"	3	1
"742"	"anon-36.json"	"are"	"pin"	"na"	3	2
"743"	"anon-36.json"	"are"	"seed"	"na"	4	1
"744"	"anon-36.json"	"are"	"tack"	"na"	3	2
"745"	"anon-40.json"	"are"	"ant"	"na"	4	3
"746"	"anon-40.json"	"are"	"bean"	"na"	4	3
"747"	"anon-40.json"	"are"	"blueberry"	"na"	4	3
"748"	"anon-40.json"	"are"	"candy"	"na"	4	3
"749"	"anon-40.json"	"are"	"earring"	"na"	4	3
"750"	"anon-40.json"	"are"	"fly"	"na"	5	2
"751"	"anon-40.json"	"are"	"hazelnut"	"na"	4	3
"752"	"anon-40.json"	"are"	"ladybug"	"na"	3	3
"753"	"anon-40.json"	"are"	"pill"	"na"	5	3
"754"	"anon-40.json"	"are"	"pin"	"na"	4	2
"755"	"anon-40.json"	"are"	"seed"	"na"	4	2
"756"	"anon-40.json"	"are"	"tack"	"na"	5	3
"757"	"anon-43.json"	"are"	"ant"	"na"	6	0
"758"	"anon-43.json"	"are"	"bean"	"na"	5	0
"759"	"anon-43.json"	"are"	"blueberry"	"na"	6	1
"760"	"anon-43.json"	"are"	"candy"	"na"	4	1
"761"	"anon-43.json"	"are"	"earring"	"na"	6	0
"762"	"anon-43.json"	"are"	"fly"	"na"	6	0
"763"	"anon-43.json"	"are"	"hazelnut"	"na"	4	0
"764"	"anon-43.json"	"are"	"ladybug"	"na"	6	0
"765"	"anon-43.json"	"are"	"pill"	"na"	6	1
"766"	"anon-43.json"	"are"	"pin"	"na"	6	0
"767"	"anon-43.json"	"are"	"seed"	"na"	5	0
"768"	"anon-43.json"	"are"	"tack"	"na"	6	1
"769"	"anon-46.json"	"are"	"ant"	"na"	2	2
"770"	"anon-46.json"	"are"	"bean"	"na"	4	2
"771"	"anon-46.json"	"are"	"blueberry"	"na"	4	2
"772"	"anon-46.json"	"are"	"candy"	"na"	3	2
"773"	"anon-46.json"	"are"	"earring"	"na"	4	2
"774"	"anon-46.json"	"are"	"fly"	"na"	3	2
"775"	"anon-46.json"	"are"	"hazelnut"	"na"	4	2
"776"	"anon-46.json"	"are"	"ladybug"	"na"	3	2
"777"	"anon-46.json"	"are"	"pill"	"na"	4	2
"778"	"anon-46.json"	"are"	"pin"	"na"	3	2
"779"	"anon-46.json"	"are"	"seed"	"na"	3	2
"780"	"anon-46.json"	"are"	"tack"	"na"	4	2
"781"	"anon-5.json"	"are"	"ant"	"na"	3	2
"782"	"anon-5.json"	"are"	"bean"	"na"	3	2
"783"	"anon-5.json"	"are"	"blueberry"	"na"	3	2
"784"	"anon-5.json"	"are"	"candy"	"na"	3	3
"785"	"anon-5.json"	"are"	"earring"	"na"	2	2
"786"	"anon-5.json"	"are"	"fly"	"na"	3	3
"787"	"anon-5.json"	"are"	"hazelnut"	"na"	2	2
"788"	"anon-5.json"	"are"	"ladybug"	"na"	3	3
"789"	"anon-5.json"	"are"	"pill"	"na"	3	2
"790"	"anon-5.json"	"are"	"pin"	"na"	3	2
"791"	"anon-5.json"	"are"	"seed"	"na"	2	3
"792"	"anon-5.json"	"are"	"tack"	"na"	3	2
"793"	"anon-50.json"	"are"	"ant"	"na"	3	2
"794"	"anon-50.json"	"are"	"bean"	"na"	3	2
"795"	"anon-50.json"	"are"	"blueberry"	"na"	3	1
"796"	"anon-50.json"	"are"	"candy"	"na"	4	1
"797"	"anon-50.json"	"are"	"earring"	"na"	2	3
"798"	"anon-50.json"	"are"	"fly"	"na"	3	1
"799"	"anon-50.json"	"are"	"hazelnut"	"na"	4	2
"800"	"anon-50.json"	"are"	"ladybug"	"na"	4	2
"801"	"anon-50.json"	"are"	"pill"	"na"	3	2
"802"	"anon-50.json"	"are"	"pin"	"na"	3	1
"803"	"anon-50.json"	"are"	"seed"	"na"	2	2
"804"	"anon-50.json"	"are"	"tack"	"na"	3	2
"805"	"anon-53.json"	"are"	"ant"	"na"	2	3
"806"	"anon-53.json"	"are"	"bean"	"na"	2	3
"807"	"anon-53.json"	"are"	"blueberry"	"na"	2	2
"808"	"anon-53.json"	"are"	"candy"	"na"	2	3
"809"	"anon-53.json"	"are"	"earring"	"na"	2	2
"810"	"anon-53.json"	"are"	"fly"	"na"	3	3
"811"	"anon-53.json"	"are"	"hazelnut"	"na"	2	3
"812"	"anon-53.json"	"are"	"ladybug"	"na"	2	3
"813"	"anon-53.json"	"are"	"pill"	"na"	2	3
"814"	"anon-53.json"	"are"	"pin"	"na"	2	3
"815"	"anon-53.json"	"are"	"seed"	"na"	2	3
"816"	"anon-53.json"	"are"	"tack"	"na"	2	3
"817"	"anon-54.json"	"are"	"ant"	"na"	3	2
"818"	"anon-54.json"	"are"	"bean"	"na"	3	2
"819"	"anon-54.json"	"are"	"blueberry"	"na"	5	2
"820"	"anon-54.json"	"are"	"candy"	"na"	4	3
"821"	"anon-54.json"	"are"	"earring"	"na"	3	2
"822"	"anon-54.json"	"are"	"fly"	"na"	2	3
"823"	"anon-54.json"	"are"	"hazelnut"	"na"	2	3
"824"	"anon-54.json"	"are"	"ladybug"	"na"	3	2
"825"	"anon-54.json"	"are"	"pill"	"na"	4	2
"826"	"anon-54.json"	"are"	"pin"	"na"	4	2
"827"	"anon-54.json"	"are"	"seed"	"na"	4	2
"828"	"anon-54.json"	"are"	"tack"	"na"	3	2
"829"	"anon-57.json"	"are"	"ant"	"na"	2	2
"830"	"anon-57.json"	"are"	"bean"	"na"	3	2
"831"	"anon-57.json"	"are"	"blueberry"	"na"	2	3
"832"	"anon-57.json"	"are"	"candy"	"na"	3	2
"833"	"anon-57.json"	"are"	"earring"	"na"	4	2
"834"	"anon-57.json"	"are"	"fly"	"na"	3	2
"835"	"anon-57.json"	"are"	"hazelnut"	"na"	3	2
"836"	"anon-57.json"	"are"	"ladybug"	"na"	2	2
"837"	"anon-57.json"	"are"	"pill"	"na"	4	1
"838"	"anon-57.json"	"are"	"pin"	"na"	3	1
"839"	"anon-57.json"	"are"	"seed"	"na"	3	2
"840"	"anon-57.json"	"are"	"tack"	"na"	2	2
"841"	"anon-6.json"	"are"	"ant"	"na"	3	1
"842"	"anon-6.json"	"are"	"bean"	"na"	4	3
"843"	"anon-6.json"	"are"	"blueberry"	"na"	4	3
"844"	"anon-6.json"	"are"	"candy"	"na"	3	3
"845"	"anon-6.json"	"are"	"earring"	"na"	2	2
"846"	"anon-6.json"	"are"	"fly"	"na"	3	3
"847"	"anon-6.json"	"are"	"hazelnut"	"na"	2	2
"848"	"anon-6.json"	"are"	"ladybug"	"na"	3	3
"849"	"anon-6.json"	"are"	"pill"	"na"	2	3
"850"	"anon-6.json"	"are"	"pin"	"na"	4	2
"851"	"anon-6.json"	"are"	"seed"	"na"	3	2
"852"	"anon-6.json"	"are"	"tack"	"na"	NA	3
"853"	"anon-60.json"	"are"	"ant"	"na"	3	3
"854"	"anon-60.json"	"are"	"bean"	"na"	3	2
"855"	"anon-60.json"	"are"	"blueberry"	"na"	3	2
"856"	"anon-60.json"	"are"	"candy"	"na"	4	2
"857"	"anon-60.json"	"are"	"earring"	"na"	3	2
"858"	"anon-60.json"	"are"	"fly"	"na"	3	3
"859"	"anon-60.json"	"are"	"hazelnut"	"na"	3	3
"860"	"anon-60.json"	"are"	"ladybug"	"na"	3	3
"861"	"anon-60.json"	"are"	"pill"	"na"	3	2
"862"	"anon-60.json"	"are"	"pin"	"na"	3	2
"863"	"anon-60.json"	"are"	"seed"	"na"	3	3
"864"	"anon-60.json"	"are"	"tack"	"na"	3	3
"865"	"anon-61.json"	"are"	"ant"	"na"	4	1
"866"	"anon-61.json"	"are"	"bean"	"na"	5	2
"867"	"anon-61.json"	"are"	"blueberry"	"na"	5	2
"868"	"anon-61.json"	"are"	"candy"	"na"	4	2
"869"	"anon-61.json"	"are"	"earring"	"na"	4	2
"870"	"anon-61.json"	"are"	"fly"	"na"	5	1
"871"	"anon-61.json"	"are"	"hazelnut"	"na"	4	2
"872"	"anon-61.json"	"are"	"ladybug"	"na"	4	2
"873"	"anon-61.json"	"are"	"pill"	"na"	4	2
"874"	"anon-61.json"	"are"	"pin"	"na"	5	2
"875"	"anon-61.json"	"are"	"seed"	"na"	5	2
"876"	"anon-61.json"	"are"	"tack"	"na"	4	1
"877"	"anon-62.json"	"are"	"ant"	"na"	3	1
"878"	"anon-62.json"	"are"	"bean"	"na"	NA	1
"879"	"anon-62.json"	"are"	"blueberry"	"na"	5	1
"880"	"anon-62.json"	"are"	"candy"	"na"	3	1
"881"	"anon-62.json"	"are"	"earring"	"na"	2	1
"882"	"anon-62.json"	"are"	"fly"	"na"	3	2
"883"	"anon-62.json"	"are"	"hazelnut"	"na"	4	1
"884"	"anon-62.json"	"are"	"ladybug"	"na"	4	1
"885"	"anon-62.json"	"are"	"pill"	"na"	NA	1
"886"	"anon-62.json"	"are"	"pin"	"na"	5	1
"887"	"anon-62.json"	"are"	"seed"	"na"	4	1
"888"	"anon-62.json"	"are"	"tack"	"na"	NA	1
"889"	"anon-65.json"	"are"	"ant"	"na"	4	3
"890"	"anon-65.json"	"are"	"bean"	"na"	4	2
"891"	"anon-65.json"	"are"	"blueberry"	"na"	4	2
"892"	"anon-65.json"	"are"	"candy"	"na"	4	3
"893"	"anon-65.json"	"are"	"earring"	"na"	3	2
"894"	"anon-65.json"	"are"	"fly"	"na"	3	3
"895"	"anon-65.json"	"are"	"hazelnut"	"na"	4	3
"896"	"anon-65.json"	"are"	"ladybug"	"na"	5	2
"897"	"anon-65.json"	"are"	"pill"	"na"	3	2
"898"	"anon-65.json"	"are"	"pin"	"na"	4	2
"899"	"anon-65.json"	"are"	"seed"	"na"	3	3
"900"	"anon-65.json"	"are"	"tack"	"na"	5	2
"901"	"anon-67.json"	"are"	"ant"	"na"	6	1
"902"	"anon-67.json"	"are"	"bean"	"na"	6	1
"903"	"anon-67.json"	"are"	"blueberry"	"na"	6	1
"904"	"anon-67.json"	"are"	"candy"	"na"	5	1
"905"	"anon-67.json"	"are"	"earring"	"na"	5	1
"906"	"anon-67.json"	"are"	"fly"	"na"	6	1
